datetime,h,Q_rated,Q_computed
6/26/2015 23:00,35.88,629000,575192.1649
6/27/2015 0:00,35.87,628000,582107.8358
6/27/2015 1:00,35.81,627000,578447.3309
6/27/2015 2:00,35.85,628000,586404.2063
6/27/2015 3:00,35.79,626000,578899.33
6/27/2015 4:00,35.83,627000,585548.1531
6/27/2015 5:00,35.89,629000,590437.5198
6/27/2015 6:00,35.84,628000,581006.3176
6/27/2015 8:00,35.86,628000,584989.8682
6/27/2015 9:00,35.83,627000,581191.0617
6/27/2015 10:00,35.91,629000,591130.5263
6/27/2015 12:00,36,632000,594786.1494
6/27/2015 13:00,36.05,633000,592869.1793
6/27/2015 14:00,36.05,633000,588537.6212
6/27/2015 15:00,36.1,634000,592461.7117
6/27/2015 16:00,36.12,635000,590865.9952
6/27/2015 17:00,36.12,635000,589247.6568
6/27/2015 18:00,36.28,640000,603731.3891
6/27/2015 19:00,36.29,640000,594784.2997
6/27/2015 21:00,36.34,641000,597214.5213
6/27/2015 23:00,36.32,641000,591960.7478
6/28/2015 0:00,36.36,642000,595690.6224
6/28/2015 1:00,36.4,643000,597677.4221
6/28/2015 4:00,36.52,646000,605665.714
6/28/2015 5:00,36.5,646000,596221.1437
6/28/2015 6:00,36.63,649000,608359.4559
6/28/2015 7:00,36.67,650000,605070.3642
6/28/2015 8:00,36.69,651000,602290.8974
6/28/2015 9:00,36.7,651000,600209.0159
6/28/2015 10:00,36.82,654000,614508.4993
6/28/2015 12:00,36.72,651000,589533.7803
6/28/2015 13:00,36.74,652000,600022.8706
6/28/2015 14:00,36.92,657000,622242.3577
6/28/2015 15:00,36.83,655000,594260.1428
6/28/2015 16:00,36.88,656000,605037.8665
6/28/2015 17:00,36.95,658000,610114.1556
6/28/2015 18:00,37.01,660000,611329.766
6/28/2015 19:00,37.17,664000,623137.7279
6/28/2015 21:00,37.11,662000,600352.4945
6/28/2015 22:00,37.26,667000,620542.3767
6/29/2015 0:00,37.23,666000,605744.2463
6/29/2015 1:00,37.25,666000,608521.4404
6/29/2015 2:00,37.39,670000,620872.3134
6/29/2015 5:00,37.56,675000,627329.5169
6/29/2015 6:00,37.51,673000,609522.6492
6/29/2015 7:00,37.46,672000,605457.6347
6/29/2015 8:00,37.48,673000,610603.8832
6/29/2015 9:00,37.49,673000,611056.261
6/29/2015 11:00,37.53,674000,614491.9839
6/29/2015 12:00,37.5,673000,609055.5588
6/29/2015 15:00,37.75,680000,634471.4896
6/29/2015 16:00,37.65,678000,608522.3515
6/29/2015 17:00,37.59,676000,605437.2679
6/29/2015 18:00,37.51,673000,602501.0813
6/29/2015 20:00,37.56,675000,613940.1198
6/29/2015 21:00,37.66,678000,622369.8256
6/29/2015 22:00,37.84,683000,632277.5874
6/29/2015 23:00,37.82,682000,617554.6746
6/30/2015 0:00,37.72,680000,605384.9106
6/30/2015 2:00,37.73,680000,620288.6763
6/30/2015 3:00,37.74,680000,616261.4842
6/30/2015 6:00,38.01,688000,641547.6038
6/30/2015 7:00,37.94,686000,615904.5878
6/30/2015 9:00,37.94,686000,617605.9733
6/30/2015 14:00,38.39,698000,664308.8553
6/30/2015 15:00,38.3,696000,622431.0889
6/30/2015 16:00,38.29,696000,615780.1899
6/30/2015 17:00,38.37,698000,632804.8563
6/30/2015 18:00,38.39,698000,627977.4577
6/30/2015 19:00,38.32,697000,618190.2058
6/30/2015 20:00,38.45,700000,637771.9972
6/30/2015 21:00,38.37,698000,618786.1115
7/1/2015 0:00,38.41,699000,627731.6722
7/1/2015 1:00,38.42,700000,633096.3313
7/1/2015 3:00,38.41,699000,619367.5974
7/1/2015 4:00,38.34,697000,615557.8872
7/1/2015 5:00,38.28,695000,616041.7187
7/1/2015 6:00,38.31,696000,625413.9375
7/1/2015 7:00,38.34,697000,627534.2136
7/1/2015 8:00,38.11,691000,596671.4515
7/1/2015 9:00,38.34,697000,642639.9232
7/1/2015 10:00,38.16,692000,606089.9455
7/1/2015 11:00,38.21,693000,624747.6764
7/1/2015 12:00,38,687000,598786.2528
7/1/2015 13:00,38.01,688000,623043.989
7/1/2015 14:00,37.94,686000,612427.8122
7/1/2015 15:00,37.97,687000,620259.3731
7/1/2015 16:00,37.94,686000,615479.6921
7/1/2015 17:00,37.9,685000,613410.2201
7/1/2015 18:00,37.84,683000,609895.058
7/1/2015 19:00,37.77,681000,608474.8974
7/1/2015 20:00,37.78,681000,614645.0953
7/1/2015 21:00,37.79,682000,615971.7782
7/1/2015 22:00,37.83,683000,619584.9849
7/1/2015 23:00,37.71,679000,604315.4359
7/2/2015 0:00,37.74,680000,615522.5321
7/2/2015 1:00,37.61,677000,600471.9016
7/2/2015 2:00,37.58,675000,607573.4335
7/2/2015 3:00,37.59,676000,611833.8532
7/2/2015 4:00,37.59,676000,611936.1774
7/2/2015 5:00,37.53,674000,605316.4493
7/2/2015 6:00,37.56,675000,613228.947
7/2/2015 7:00,37.52,674000,607719.8378
7/2/2015 8:00,37.52,674000,610221.1977
7/2/2015 9:00,37.46,672000,604918.1547
7/2/2015 10:00,37.46,672000,608778.7706
7/2/2015 11:00,37.44,672000,606824.2636
7/2/2015 12:00,37.41,671000,605631.999
7/2/2015 13:00,37.37,670000,604240.2155
7/2/2015 14:00,37.42,671000,612353.3945
7/2/2015 15:00,37.35,669000,602366.3908
7/2/2015 16:00,37.37,670000,609593.7739
7/2/2015 17:00,37.33,668000,604426.7948
7/2/2015 18:00,37.36,669000,610234.9907
7/2/2015 19:00,37.31,668000,602537.6974
7/2/2015 20:00,37.32,668000,614175.7777
7/2/2015 21:00,37.25,666000,601236.9149
7/2/2015 22:00,37.32,668000,612490.1791
7/2/2015 23:00,37.23,666000,598351.1803
7/3/2015 0:00,37.25,666000,607165.2239
7/3/2015 1:00,37.22,665000,603078.8651
7/3/2015 2:00,37.24,666000,606940.2274
7/3/2015 3:00,37.25,666000,614047.8346
7/3/2015 4:00,37.22,665000,604357.1692
7/3/2015 5:00,37.22,665000,605458.5203
7/3/2015 6:00,37.22,665000,605661.74
7/3/2015 7:00,37.21,665000,597553.8999
7/3/2015 8:00,37.2,665000,603313.0245
7/3/2015 9:00,37.23,666000,608316.9621
7/3/2015 10:00,37.21,665000,603716.4662
7/3/2015 11:00,37.15,663000,598720.242
7/3/2015 12:00,37.2,665000,609412.0666
7/3/2015 13:00,37.13,663000,597642.5753
7/3/2015 14:00,37.18,664000,609018.5539
7/3/2015 15:00,37.17,664000,605052.6787
7/3/2015 16:00,37.12,663000,599113.9585
7/3/2015 17:00,37.16,664000,607341.6512
7/3/2015 18:00,37.14,663000,603682.2093
7/3/2015 19:00,37.09,662000,596507.0898
7/3/2015 20:00,37.12,663000,607855.4048
7/3/2015 21:00,37.1,662000,602288.9477
7/3/2015 22:00,37.07,661000,600431.9512
7/3/2015 23:00,37.06,661000,594598.6338
7/4/2015 0:00,37.09,662000,605138.7179
7/4/2015 1:00,36.99,659000,592323.9689
7/4/2015 2:00,37.03,660000,605934.7042
7/4/2015 3:00,37.04,660000,604449.5789
7/4/2015 4:00,37.01,660000,600229.3573
7/4/2015 5:00,37.03,660000,604974.3061
